Episode,Steps Done,Steps Lost,MSE,Done Counter,Epsilon,Instant Reward,Cummulative Reward
308,56,0,8320.2021484375,39,0.9420655925092949,6869.328642164642,-51250914.134805724
309,299,0,2190.921630859375,39,0.9420655925092949,32288.13668050066,-51218625.998125225
310,299,0,144686.984375,39,0.9420655925092949,-22219.512441242052,-51240845.510566466
311,299,9,2014.2076416015625,39,0.9420655925092949,-154701.2004217096,-51395546.71098818
312,299,4,10500.9970703125,39,0.9420655925092949,-121197.43378340357,-51516744.14477158
313,166,30,59926.90625,40,0.9420655925092949,-32460.913785829645,-51549205.05855741
314,299,0,132101.90625,40,0.9420655925092949,22656.857586934202,-51526548.20097048
315,299,13,11779.953125,40,0.9420655925092949,-152252.35027444514,-51678800.55124492
316,299,0,6421.552734375,40,0.9420655925092949,27895.11297793587,-51650905.438266985
317,251,0,2821.008544921875,41,0.9420655925092949,28589.641076044554,-51622315.79719094
318,299,46,15131.1748046875,41,0.9420655925092949,-61700.00266639589,-51684015.79985734
319,299,26,6876.78173828125,41,0.9420655925092949,16012.335158245056,-51668003.4646991
320,299,2,17887.572265625,41,0.9420655925092949,-51839.669085582806,-51719843.13378468
321,299,37,19844.197265625,41,0.8949623128838301,-83796.56434109547,-51803639.69812578
322,299,30,25745.470703125,41,0.8949623128838301,-284969.47953743377,-52088609.177663215
323,299,2,114562.2109375,41,0.8949623128838301,-172166.815140425,-52260775.99280364
324,299,0,20512.890625,41,0.8949623128838301,25467.88246702153,-52235308.11033662
325,299,0,133701.5625,41,0.8949623128838301,15110.451921635917,-52220197.65841498
326,299,11,15641.7216796875,41,0.8949623128838301,-269722.3236847396,-52489919.98209972
